"Gene","Bead","Sup","Enrichment","P"
"Gm14236",7.94,0.2,5.18," 4.0e-16"
"Gm7695",8.23,1.07,3.63," 7.6e-03"
"Gm26917",2061.58,156.33,3.53,"1.1e-169"
"Gfp_L10a",464.37,62.04,3.02," 1.1e-03"
"Bahcc1",258.52,41.08,2.59," 2.4e-84"
"Prlh",2.72,0.43,2.57," 3.0e-04"
"Gucy2c",1.24,0.25,2.31," 2.7e-02"
"Yeats2",130.78,28.17,2.16," 1.9e-04"
"Tnrc18",561.54,123.85,2.1," 5.3e-56"
"H2-T-ps",6.94,1.8,1.96," 7.0e-07"
"Lipg",1.78,0.53,1.81," 3.0e-02"
"Acp7",2.74,0.79,1.8," 4.8e-03"
"Nr5a1",176.43,51.93,1.76," 4.9e-54"
"Fezf1",200.51,58.66,1.74," 3.5e-42"
"Nr5a1os",2.64,0.77,1.73," 9.7e-03"
"Lbhd2",84.65,26,1.72," 8.2e-28"
"Nms",2.06,0.66,1.69," 2.5e-02"
"Adcyap1",179.07,57.75,1.65," 4.5e-44"
"Foxa1",5.47,1.65,1.62," 6.3e-04"
"C130093G08Rik",61.66,20.1,1.61," 3.9e-27"
"H2-Bl",7.61,2.52,1.6," 1.4e-05"
"Neurod6",2.22,0.78,1.59," 3.1e-02"
"Pitx2",13.36,4.81,1.57," 1.6e-07"
"Nrgn",425.16,147.16,1.56," 1.7e-29"
"H2-Q2",50.36,17.27,1.54," 2.8e-22"
"Krt18",13.68,4.82,1.51," 7.6e-08"
"C1ql2",32.8,11.66,1.51," 2.9e-14"
"Barhl1",6.66,2.08,1.5," 7.6e-04"
"Nptx2",76.79,27.2,1.5," 3.5e-25"
"Gm12408",3.68,1.32,1.49," 5.8e-03"
"Rasl11a",9.26,3.33,1.49," 8.1e-06"
"Bdnf",29.95,10.78,1.48," 2.1e-14"
"Rprml",20.49,7.53,1.47," 2.5e-10"
"Gt(ROSA)26Sor",10.11,3.76,1.47," 8.3e-06"
"Cd36",3.82,1.4,1.46," 6.6e-03"
"Calca",4.64,1.73,1.43," 3.1e-03"
"Tnfrsf8",30.82,11.61,1.42," 2.2e-13"
"Prr19",3.52,1.28,1.4," 1.5e-02"
"Irx6",3.42,1.42,1.34," 2.2e-02"
"Umodl1",6.75,2.86,1.34," 1.0e-03"
"Nr0b1",12.16,4.81,1.33," 5.6e-06"
"Grhl1",49.56,19.85,1.32," 1.0e-16"
"C130021I20Rik",11.55,4.29,1.31," 4.7e-05"
"Chst8",32.57,13.31,1.31," 7.3e-11"
"Cbln1",243.43,98.22,1.29," 1.8e-22"
"Sox14",19.49,7.82,1.29," 1.9e-06"
"Pdyn",125.95,51.81,1.28," 3.4e-23"
"Shox2",6.08,2.48,1.27," 4.4e-03"
"Nkd2",41.03,17.12,1.26," 1.0e-13"
"Rasd1",25.05,10.38,1.26," 2.9e-09"
"Neurod2",4.15,1.8,1.26," 2.1e-02"
"Rpusd1",122.99,52.18,1.25," 9.1e-20"
"Nxph4",17.87,7.65,1.25," 3.7e-07"
"Fxyd7",93.55,40.09,1.24," 2.2e-16"
"Slc17a6",243.55,103.11,1.24," 1.8e-30"
"2010204K13Rik",103.24,43.86,1.24," 7.5e-22"
"Rtn4r",11.3,4.78,1.23," 3.9e-05"
"Lamb3",22.53,9.71,1.23," 7.4e-08"
"Ccdc42",5.62,2.42,1.23," 4.2e-03"
"Nrn1",32.08,13.68,1.23," 4.2e-11"
"Gm8420",6.83,3.2,1.23," 2.0e-03"
"Chrm5",29.31,12.8,1.22," 1.3e-09"
"Uqcr11",52.09,22.97,1.22," 9.3e-12"
"Hspa1b",2.96,1.3,1.21," 4.9e-02"
"Rin1",22.96,9.9,1.21," 2.9e-08"
"Rerg",84.92,36.51,1.21," 9.8e-19"
"Shh",6.2,2.68,1.21," 4.2e-03"
"Flpo",56.51,24.6,1.2," 2.1e-15"
"Igbp1b",3.45,1.47,1.2," 4.1e-02"
"Tac1",66.75,29.12,1.2," 1.1e-16"
"Bcor",74.49,32.6,1.2," 1.9e-17"
"Aldh3b2",19.67,8.76,1.18," 4.8e-07"
"Doc2b",460.31,203.29,1.18," 5.8e-31"
"A830011K09Rik",5.17,2.32,1.18," 7.9e-03"
"Mc3r",14.44,6.37,1.18," 7.1e-06"
"Gse1",190.08,81.22,1.18," 2.3e-21"
"Rai14",23.98,10.62,1.18," 1.7e-08"
"Itpka",23.97,10.62,1.17," 5.4e-08"
"Cmbl",49.54,22.28,1.17," 1.5e-12"
"Barx2",9.86,4.43,1.16," 3.4e-04"
"Cckbr",15.94,7.17,1.16," 7.0e-06"
"Atp6v1c2",10.87,4.86,1.15," 1.4e-04"
"Dctn1",1076.59,491.1,1.15," 7.2e-24"
"Rnf208",321.86,147.39,1.15," 1.3e-24"
"Tmem35a",123.27,55.65,1.14," 1.6e-20"
"Doc2a",71.09,32.44,1.14," 4.0e-15"
"Rgs14",38.5,17.44,1.14," 1.4e-09"
"Sf3b5",46.38,22.23,1.14," 2.1e-08"
"6430628N08Rik",5.95,2.86,1.14," 8.5e-03"
"Uncx",8.09,3.82,1.14," 1.6e-03"
"Camkv",866.58,394.03,1.14," 1.5e-26"
"Gpr6",4.46,2.08,1.13," 2.6e-02"
"C1qtnf4",66.53,33.34,1.13," 5.8e-10"
"Selenom",134.62,65.91,1.13," 5.8e-11"
"Gm13394",55.33,24.05,1.13," 1.7e-11"
"Kncn",5.18,2.37,1.12," 1.1e-02"
"Prdm8",4.55,2.17,1.12," 2.3e-02"
"Hk2",20.61,9.49,1.12," 5.3e-07"
"Nov",11.01,5.09,1.1," 2.6e-04"
"Vgll2",3.92,1.96,1.1," 4.7e-02"
"Camk1g",185.41,86.19,1.1," 1.6e-21"
"Baiap2",175.99,81.79,1.1," 4.6e-17"
"Smim18",10.83,5.07,1.1," 3.6e-04"
"Hes6",58.32,27.73,1.1," 4.3e-11"
"Fam110a",33.97,16.2,1.08," 1.8e-08"
"Nhlh2",23.19,10.95,1.08," 3.7e-07"
"Nbdy",76.29,35.98,1.08," 7.2e-14"
"Hs3st4",135.87,65,1.07," 5.1e-19"
"Ccnjl",7.09,3.4,1.06," 4.5e-03"
"Stx1a",150.63,73.77,1.06," 3.4e-13"
"9130024F11Rik",3.72,1.78,1.06," 4.7e-02"
"Gm10605",8.65,4.09,1.06," 2.2e-03"
"Egflam",5.1,2.52,1.06," 2.1e-02"
"Mif",52.79,26.47,1.05," 2.1e-09"
"Hcrtr1",9.62,4.67,1.05," 1.2e-03"
"Rab26",54.89,26.83,1.05," 2.6e-10"
"Atpif1",77.53,37.61,1.05," 3.1e-13"
"Elob",65.08,32.54,1.05," 4.6e-11"
"Nop10",65.27,31.53,1.05," 1.9e-12"
"Wdr83os",17.83,8.71,1.04," 1.7e-05"
"Adamts2",45.19,21.99,1.04," 1.8e-10"
"Phyhip",537.88,262.27,1.04," 2.3e-24"
"Chchd10",152.5,77.51,1.04," 1.5e-13"
"Ppp1r11",155.8,76.35,1.04," 1.1e-16"
"Dph2",26.08,12.71,1.04," 3.2e-07"
"Arxes1",16.98,8.14,1.04," 3.2e-05"
"Plvap",27.52,13.28,1.04," 4.1e-07"
"Spint1",5.07,2.47,1.04," 2.2e-02"
"Hrh1",30.06,14.75,1.03," 6.3e-08"
"Oaz1",40.04,19.89,1.03," 6.2e-08"
"Sema4f",93.34,45.89,1.03," 1.0e-12"
"Gng3",246.51,121.63,1.03," 2.7e-20"
"Hint1",179.85,88.34,1.03," 3.8e-15"
"Ube2ql1",401.27,198.46,1.03," 9.7e-21"
"Myh7",19.83,9.71,1.03," 5.7e-06"
"Rpl37",23.98,12.2,1.03," 6.5e-06"
"Crip2",149.19,74.91,1.02," 1.2e-13"
"Ndufa4",146.86,72.5,1.02," 3.2e-13"
"Gm15487",15.96,7.97,1.02," 6.3e-05"
"Aard",17.77,8.68,1.02," 5.1e-05"
"Cox7c",6.37,3.28,1.02," 1.5e-02"
"Pomc",27.53,13.61,1.02," 2.5e-07"
"Rai1",238.57,120.91,1.02," 1.3e-11"
"Egr3",11.79,5.84,1.01," 4.5e-04"
"Nr4a2",16.3,7.65,1.01," 3.0e-04"
"Nell2",230.41,114.11,1.01," 1.6e-20"
"6330403K07Rik",2675.61,1331.23,1.01," 1.0e-21"
"Mtfp1",95.91,48.23,1.01," 1.3e-11"
"Gm13446",6.21,3.07,1.01," 1.4e-02"
"2310033P09Rik",19.67,10.17,1.01," 7.0e-05"
"Gpr149",38.74,19.23,1," 5.8e-09"
"Edf1",46.96,23.76,1," 1.6e-09"
"Hapln4",172.95,86.43,1," 4.5e-16"
"Pcsk4",8.74,4.6,1," 6.7e-03"
"Snrpn",961.31,480.17,1," 2.9e-24"
"Fabp3",15.52,7.89,1," 1.3e-04"
"Ass1",74.99,37.54,1," 5.8e-13"
"Mrpl36",33.99,17.02,1," 3.5e-08"
"Prss12",4.31,2.13,1," 4.9e-02"
"Samd11",11.51,5.78,1," 7.0e-04"
"Rasal1",143.05,71.83,1," 1.2e-15"
"Calb2",675.57,339.7,1," 5.1e-17"
"Plxdc1",36.67,18.52,1," 7.7e-08"
"Lmx1b",7.43,3.59,1," 9.7e-03"
"Ccdc124",58.23,29.73,1," 2.6e-10"
"Rplp1",181.51,91.93,1," 4.5e-13"
"Bag1",172.07,86.38,0.99," 3.7e-18"
"Tekt5",46.14,23.52,0.99," 1.9e-08"
"Satb2",19.2,9.79,0.99," 1.9e-05"
"Etnk2",49.31,24.81,0.99," 3.1e-09"
"Tesc",11.2,5.7,0.99," 1.1e-03"
"Ndufa7",102.05,52.11,0.98," 4.4e-12"
"Snrpb",107.24,55.19,0.98," 1.2e-11"
"Ubl5",77.83,39.86,0.98," 8.7e-11"
"Fam43b",57.79,30.39,0.98," 4.7e-08"
"Rab40b",23.4,11.8,0.98," 7.8e-06"
"Rhov",41.35,21.23,0.98," 5.6e-08"
"Lhx5",31.33,16.82,0.98," 1.3e-05"
"Rac3",95.64,49.45,0.98," 9.0e-11"
"C3",5.98,3.18,0.98," 2.6e-02"
"Syt5",159.5,82.16,0.98," 1.4e-14"
"Rxrg",75.22,38.06,0.98," 2.2e-11"
"Zfp428",38.15,20.91,0.98," 8.4e-06"
"Trh",126.82,62.71,0.97," 1.2e-09"
"Nxph3",6.63,3.43,0.97," 1.5e-02"
"Bok",38.27,19.82,0.97," 9.1e-08"
"Uqcrq",124.6,65.36,0.97," 4.3e-11"
"Ap2s1",268.63,138.89,0.97," 8.9e-15"
"Myo5b",25.84,12.93,0.97," 4.2e-06"
"Ctxn1",319.61,166.06,0.97," 1.8e-15"
"Habp4",526.51,269.99,0.97," 2.1e-19"
"Nab2",17.09,8.98,0.96," 3.0e-04"
"Slit3",50.59,25.92,0.96," 6.7e-10"
"Gm26805",9.15,4.76,0.96," 3.4e-03"
"Fbxo9",315.9,162.32,0.96," 1.7e-17"
"Rps25",32.13,16.38,0.96," 3.6e-07"
"Tmem163",46.86,23.83,0.96," 6.3e-09"
"Gm1673",39.77,22.26,0.96," 1.4e-06"
"Fkbp1a",725.14,370.42,0.96," 5.6e-19"
"Ankrd34a",151.3,79.39,0.96," 1.2e-12"
"Gpr150",7.61,3.96,0.96," 1.0e-02"
"Cnih3",62.41,31.57,0.96," 3.9e-09"
"Slc6a16",5.51,2.84,0.96," 2.7e-02"
"Arl6ip4",46.34,24.74,0.95," 3.1e-07"
"Gm2464",5.16,2.72,0.95," 3.7e-02"
"Rps7",39.47,20.77,0.95," 2.3e-07"
"1110008P14Rik",47.48,25.47,0.95," 3.1e-07"
"Rps19",67.53,35.51,0.95," 4.1e-10"
"Pcp4",80.45,41.39,0.95," 8.9e-12"
"Scrt2",15.51,8.02,0.95," 2.1e-04"
"Pid1",121.21,62.68,0.94," 4.7e-14"
"Gemin6",4.7,2.49,0.94," 4.9e-02"
"Prr12",282.46,150.88,0.94," 2.2e-11"
"Wdr83",30.53,16.08,0.94," 1.9e-06"
"Calb1",728.36,375.59,0.94," 2.4e-20"
"Gm7964",4.69,2.44,0.94," 4.6e-02"
"Srrm4",172.39,89.85,0.94," 2.2e-16"
"Ptk2b",103.17,54.22,0.94," 2.1e-12"
"Cyb5r1",22.14,11.58,0.93," 1.4e-05"
"Trmt61a",34.59,18.22,0.93," 3.1e-07"
"Naa38",18.61,9.79,0.93," 6.7e-05"
"Rpl39",39.36,20.45,0.93," 7.3e-08"
"Ssbp4",131.17,71.23,0.93," 3.7e-10"
"Angptl6",6.77,3.65,0.93," 1.9e-02"
"Tmem198",29.73,16.18,0.93," 1.1e-05"
"Bex2",492.52,257.86,0.93," 5.1e-16"
"March9",52.16,27.73,0.93," 1.3e-08"
"Rrad",21.65,11.48,0.93," 2.7e-05"
"Polr2i",10.9,5.85,0.92," 2.6e-03"
"Tmem215",10.16,5.28,0.92," 3.4e-03"
"Dctpp1",6.75,3.59,0.92," 1.9e-02"
"Gm14597",7.68,4.06,0.92," 1.1e-02"
"Rps15",207.46,111.13,0.92," 4.1e-15"
"Ube2l6",7.32,3.86,0.92," 1.7e-02"
"Nhp2",18.86,10.2,0.92," 1.8e-04"
"Crtc1",431.7,228.84,0.92," 2.7e-18"
"Praf2",21.84,11.6,0.92," 2.8e-05"
"Sim2",4.93,2.62,0.92," 4.5e-02"
"Ebf3",50.76,25.6,0.92," 4.8e-07"
"Rpl3-ps1",13.79,7.31,0.92," 6.4e-04"
"Rab24",38.85,20.54,0.92," 5.2e-07"
"Spint2",58.17,31.49,0.92," 4.6e-08"
"D630023F18Rik",12.63,6.77,0.91," 1.1e-03"
"Wbp11",211.3,112.49,0.91," 3.3e-14"
"Spata2l",21.71,11.59,0.91," 4.0e-05"
"1700001L19Rik",30.59,16.23,0.91," 1.2e-06"
"Gm2694",8.65,4.62,0.91," 1.2e-02"
"Ndufs5",8.7,4.66,0.91," 7.7e-03"
"Prdx5",219,119.54,0.91," 6.5e-11"
"Ccdc106",18.57,9.97,0.91," 1.4e-04"
"Mn1",92.54,50.34,0.91," 8.3e-11"
"Cox7a2",187.76,99.62,0.91," 3.7e-14"
"Tomm7",56.44,30.22,0.91," 5.9e-09"
"Sstr3",27.02,14.45,0.9," 9.9e-06"
"Fam19a2",90.16,47.79,0.9," 3.9e-10"
"Kctd13",147.89,80.95,0.9," 9.0e-11"
"Pak6",132.5,71.08,0.9," 2.6e-13"
"Krt77",32.51,17.37,0.9," 1.0e-06"
"Sfrp2",8.19,4.39,0.9," 9.9e-03"
"Brd9",81.93,43.96,0.9," 3.9e-11"
"Matk",149.49,81.63,0.9," 1.6e-11"
"Rps28",10.42,5.7,0.9," 4.4e-03"
"Prr7",20.14,12.01,0.9," 1.1e-03"
"Coro1a",97.87,53.63,0.89," 1.6e-08"
"Nr2f6",27.87,16.03,0.89," 1.2e-04"
"Myl12b",207.45,111.98,0.89," 3.4e-15"
"Unc119",98.6,53.23,0.89," 7.0e-12"
"Txn1",100.92,54.24,0.89," 7.1e-11"
"Rpl18",30.34,17.12,0.89," 5.2e-05"
"Tppp3",322.88,177.2,0.89," 3.7e-09"
"Itpa",27.32,14.67,0.89," 8.3e-06"
"Thy1",335.97,183.67,0.89," 9.1e-14"
"Rbm43",61.99,33.38,0.89," 1.6e-09"
"Eef1b2",189.39,101.97,0.89," 1.6e-14"
"Ttc9b",61.6,34.35,0.89," 2.9e-07"
"Nop16",27.34,14.88,0.89," 1.9e-05"
"Rps19bp1",24.53,13.31,0.89," 1.9e-05"
"Tmem9",74.06,40.21,0.89," 1.0e-08"
"Rtl8c",181.95,100.01,0.89," 3.3e-12"
"Rpl38",11.94,6.67,0.89," 4.3e-03"
"Bex3",241.91,131.11,0.89," 1.9e-15"
"Armcx6",9.57,5.17,0.88," 6.7e-03"
"Lrguk",35.53,18.25,0.88," 4.3e-05"
"Tubb2a",640.19,349.44,0.88," 1.6e-15"
"Oxtr",14.77,7.97,0.88," 7.6e-04"
"Fsd1",79.83,43.63,0.88," 3.5e-10"
"Dpysl4",62.66,34.09,0.88," 3.4e-08"
"Nol8",45.98,25.01,0.88," 4.9e-08"
"F730043M19Rik",11.84,6.44,0.88," 3.9e-03"
"Dad1",57.35,31.94,0.88," 1.3e-07"
"Polr2f",34.57,19.61,0.88," 2.5e-05"
"Esyt3",37.64,20.53,0.88," 1.2e-06"
"Smco4",11.81,6.42,0.88," 2.5e-03"
"Larp1b",24.82,13.55,0.88," 2.0e-05"
"Sssca1",32.37,17.98,0.88," 8.3e-06"
"Rps14",193.52,108.78,0.87," 1.6e-10"
"Mgst3",43,23.98,0.87," 7.2e-07"
"Acyp1",10.36,5.58,0.87," 6.3e-03"
"Hs3st2",6.71,3.67,0.87," 2.6e-02"
"Lmna",66.79,37.24,0.87," 1.9e-08"
"Igfbp3",23.17,12.62,0.87," 4.2e-05"
"Ano3",25.25,14,0.87," 2.2e-05"
"Dmrtc1a",23.03,12.65,0.87," 4.7e-05"
"Nr2f2",233.71,127.43,0.87," 4.0e-13"
"Morf4l2",341.29,186.44,0.87," 1.2e-16"
"Tubb3",922.55,514.89,0.87," 2.3e-14"
"Cox6b1",264.41,144.89,0.87," 1.5e-15"
"Homez",46.62,25.38,0.87," 1.4e-07"
"1700037H04Rik",255.63,143.33,0.87," 1.4e-11"
"Scn1b",157.13,87.07,0.87," 3.9e-12"
"Atp6v0e2",418.33,229.65,0.87," 3.7e-17"
"Ankrd34b",182.67,99.36,0.87," 1.4e-13"
"Prpf8",639.93,350.38,0.87," 3.5e-17"
"Il34",27.73,15.28,0.86," 1.4e-05"
"Tubb5",1421.75,786.84,0.86," 7.6e-16"
"Rem2",8.84,4.86,0.86," 1.0e-02"
"Tbca",76.03,41.52,0.86," 1.5e-09"
"Ebf2",7.55,4.16,0.86," 1.9e-02"
"Pdlim7",39.22,22.78,0.86," 3.0e-05"
"Rnaseh2c",23.08,13.3,0.86," 5.3e-04"
"Entpd6",85.57,47.18,0.86," 2.5e-10"
"Rpl22l1",16.2,8.89,0.86," 5.7e-04"
"Ly6h",246.15,140.83,0.86," 1.1e-11"
"Zfp239",91.53,50.7,0.86," 8.2e-11"
"Rbmxl1",13.56,7.47,0.86," 1.6e-03"
"Arxes2",57.12,30.92,0.86," 6.6e-08"
"Hs3st5",23.63,12.99,0.86," 6.5e-05"
"Mrps12",57.33,32.32,0.86," 2.4e-07"
"Izumo4",23.55,12.99,0.86," 4.6e-05"
"Rpl41",76.96,43.28,0.86," 3.6e-08"
"Tmem28",72.93,40.33,0.86," 4.0e-09"
"Mrpl20",40.45,22.32,0.86," 4.7e-07"
"Hspbp1",161.38,91.04,0.86," 2.0e-10"
"Ddn",123.69,68.13,0.86," 3.5e-11"
"Ntng1",55.68,30.64,0.86," 6.0e-08"
"Ncdn",2320.19,1298.12,0.85," 1.6e-14"
"Chst1",198.3,109.71,0.85," 2.9e-14"
"Rpl27a",61.2,33.83,0.85," 6.3e-09"
"Uqcrb",25.55,14.11,0.85," 2.6e-05"
"Rprm",37,20.92,0.85," 1.0e-05"
"Cox14",83.38,46.78,0.85," 1.0e-07"
"Mpnd",132.14,73.76,0.85," 2.0e-11"
"Rps3a1",75.55,41.56,0.85," 3.8e-09"
"Ankrd33b",9.97,5.58,0.85," 7.2e-03"
"Fnta",159.62,88.75,0.85," 4.0e-13"
"Prrt1",77.58,44.33,0.85," 1.1e-08"
"Zfp553",58.61,32.71,0.85," 3.0e-08"
"Ets2",313.05,173.46,0.85," 8.9e-15"
"Cxxc1",66.57,37.07,0.85," 1.5e-08"
"Hras",155.1,87.16,0.85," 1.6e-10"
"Sowaha",57.93,32.33,0.85," 3.4e-08"
"Rpl28",12.22,6.85,0.85," 3.2e-03"
"Surf2",39.28,21.87,0.84," 7.9e-07"
"Chchd2",106.28,59.1,0.84," 2.6e-10"
"Cox5a",150.1,83.2,0.84," 2.5e-11"
"Zcchc12",1017.51,566.45,0.84," 2.4e-17"
"Necab2",97.02,54.9,0.84," 2.0e-08"
"Znhit1",48.39,27.51,0.84," 7.7e-07"
"Ubl4a",151.03,84.15,0.84," 7.6e-13"
"Kcnab1",123.82,68.82,0.84," 6.5e-12"
"Ajap1",61.89,35.05,0.84," 7.2e-08"
"Tceal6",72.5,40.39,0.84," 2.1e-09"
"Mrpl34",33.19,18.91,0.84," 8.3e-06"
"Mien1",33.09,18.35,0.84," 1.5e-05"
"Eno3",8.41,4.72,0.84," 1.5e-02"
"Rpl23",36.82,20.53,0.84," 1.7e-06"
"Khdrbs1",261.67,145.63,0.84," 2.9e-13"
"Iscu",94.81,53.98,0.84," 1.8e-09"
"Ndfip1",415.96,232.75,0.84," 1.6e-15"
"Atox1",52.1,29.25,0.84," 9.8e-08"
"Rps8",48.09,26.95,0.84," 1.6e-07"
"Fam131a",218.09,123.23,0.84," 3.0e-10"
"Snrnp25",11.53,6.48,0.84," 5.3e-03"
"Brd3os",60.21,33.71,0.84," 9.0e-08"
"Gpx3",247.07,139.64,0.84," 1.5e-12"
"Mrpl54",22.37,13.07,0.84," 4.3e-04"
"Uqcrh",145,81.22,0.83," 1.6e-11"
"Cstb",27.7,15.64,0.83," 1.2e-04"
"Tmem132a",54.62,31.01,0.83," 1.1e-07"
"Atp5d",254.79,147.44,0.83," 1.4e-10"
"Mettl26",66.4,37.84,0.83," 1.4e-07"
"Rps18",19.22,10.8,0.83," 2.8e-04"
"Icam5",24.94,14.03,0.83," 5.1e-05"
"Nefm",174.65,98.5,0.83," 5.5e-12"
"Polr2e",50.75,28.96,0.83," 9.7e-07"
"Rpp21",20.65,11.96,0.83," 7.1e-04"
"Atp5k",10.21,5.73,0.83," 7.8e-03"
"Klhdc8a",99.2,56.63,0.83," 2.7e-09"
"Zcchc17",125.56,70.73,0.83," 2.2e-10"
"Impdh1",81.17,45.94,0.83," 5.1e-08"
"Mrps14",58.32,32.59,0.83," 2.5e-07"
"Cdh13",133.57,74.69,0.83," 8.9e-11"
"Nedd8",129.03,72.91,0.83," 2.9e-11"
"Svop",201.4,114.25,0.83," 2.7e-12"
"Adgra1",130.21,73.31,0.83," 4.6e-11"
"Rrp7a",110.52,62.49,0.83," 8.3e-11"
"Snrpa",46.06,26.31,0.83," 1.6e-06"
"Ngb",217.26,124.08,0.83," 2.8e-10"
"Atp5g3",456.94,256.22,0.83," 4.0e-12"
"Nme1",122.29,68.95,0.82," 4.6e-11"
"Tprgl",349.65,197.65,0.82," 4.9e-14"
"Aip",167.45,95.09,0.82," 1.1e-11"
"Pcdhga9",7.55,4.26,0.82," 2.9e-02"
"Gng13",9.92,5.71,0.82," 1.1e-02"
"Mrpl14",29.54,17.31,0.82," 2.7e-04"
"Cacnb3",224.36,127.76,0.82," 1.6e-12"
"A430005L14Rik",27.16,15.42,0.82," 7.3e-05"
"Shisa2",12.42,7.03,0.82," 4.1e-03"
"E430024P14Rik",14.46,8.22,0.82," 2.2e-03"
"Ak5",146.14,82.77,0.82," 4.7e-12"
"Fbxw7",198.53,111.14,0.82," 1.1e-12"
"Ubald1",101.76,59.44,0.82," 7.8e-08"
"Chrm3",29.24,16.35,0.82," 3.2e-05"
"Atp1a1",345.87,196.16,0.82," 1.3e-14"
"Galnt17",105.73,59.95,0.82," 1.1e-10"
"Ntsr1",22.69,12.84,0.82," 1.4e-04"
"Rplp2",86.6,49.6,0.82," 6.0e-09"
"Josd1",85.44,48.17,0.82," 1.3e-08"
"Pvalb",10.63,6.29,0.82," 2.1e-02"
"H1fx",35.39,21.42,0.82," 1.5e-04"
"Susd2",34.18,19.44,0.81," 6.8e-06"
"Pcdhga5",6.78,3.92,0.81," 4.8e-02"
"Pgrmc1",425.61,243.88,0.81," 1.2e-13"
"Mrpl55",22.48,12.88,0.81," 2.1e-04"
"Hnf1b",7.22,4.09,0.81," 3.2e-02"
"Cabp1",28.59,16.55,0.81," 4.8e-05"
"Adam15",36.58,21.16,0.81," 1.0e-05"
"Chpf",106.89,62.53,0.81," 1.4e-08"
"Fam133b",40.55,22.66,0.81," 8.6e-06"
"Pi16",14.2,8.27,0.81," 3.0e-03"
"Ctxn2",58.48,33.37,0.81," 5.9e-08"
"Resp18",274.13,156.32,0.81," 7.6e-14"
"Grcc10",23.26,13.5,0.81," 1.7e-04"
"Ypel3",215.86,125.12,0.81," 3.1e-11"
"Cby1",45.74,26.67,0.81," 8.1e-06"
"Macrod1",22.18,12.91,0.81," 5.9e-04"
"AC121965.1",44.91,25.78,0.81," 1.8e-06"
"Alkbh7",30.38,17.55,0.81," 3.2e-05"
"Ldha",229.69,132.19,0.81," 3.7e-12"
"Cmss1",13.65,7.78,0.8," 3.1e-03"
"Egr4",8.82,5.14,0.8," 1.9e-02"
"Ly6e",82.99,47.78,0.8," 5.6e-09"
"Krtcap2",34.85,20.22,0.8," 2.3e-05"
"Fam241b",64.17,37.18,0.8," 2.3e-07"
"Cend1",403.1,232.93,0.8," 3.4e-13"
"Gm9866",91.23,52.74,0.8," 2.1e-09"
"Sema6b",123.64,71.58,0.8," 1.9e-10"
"Chac1",20.06,11.63,0.8," 5.5e-04"
"Scamp3",29.66,17.22,0.8," 4.1e-05"
"Ccdc137",45.68,26.26,0.8," 9.1e-07"
"Mrpl22",10.59,6.09,0.8," 9.1e-03"
"Timm13",45.53,26.6,0.8," 7.3e-06"
"Efcab10",6.46,3.68,0.8," 4.5e-02"
"H2afz",8.52,5.03,0.8," 2.7e-02"
"Hn1",119.07,68.98,0.8," 8.2e-10"
"Sqstm1",1154.49,671.56,0.8," 1.3e-12"
"Ap1s1",292.74,168.3,0.8," 5.3e-11"
"Mapk3",315.33,181.56,0.8," 2.4e-13"
"Cited4",9.48,5.96,0.8," 2.6e-02"
"Amigo2",95.45,54.47,0.8," 3.4e-09"
"Tmem160",20.2,12.65,0.8," 4.2e-03"
"Rps21",61.47,36.3,0.8," 5.0e-06"
"Zcchc18",1066.36,613.14,0.8," 8.6e-16"
"Tpbg",18.85,10.84,0.8," 5.9e-04"
"Gm13205",12.59,7.41,0.8," 7.4e-03"
"Mrps28",13.74,8.16,0.8," 6.0e-03"
"Pop5",35.23,20.36,0.8," 1.4e-05"
"Snca",112.6,64.89,0.8," 8.0e-08"
"Sox3",6.91,4.03,0.8," 4.8e-02"
"Mdga1",85.47,49.42,0.8," 5.1e-09"
"Trp53i11",161.38,92.82,0.8," 1.1e-11"
"Gm6472",31.64,18.08,0.8," 6.7e-05"
"Rps11",100.42,58.06,0.79," 8.4e-10"
"Ppfia4",278.89,162.09,0.79," 9.6e-12"
"Car10",180.95,103.59,0.79," 1.5e-10"
"Thra",1236.05,717.38,0.79," 1.2e-13"
"Sh3bgrl3",62.56,37.21,0.79," 2.2e-06"
"Tmem179",259.05,151.03,0.79," 5.8e-11"
"Kcnip1",182.48,105.13,0.79," 1.6e-11"
"Atp5j",82.7,48.35,0.79," 2.9e-08"
"Rps16",18.85,11.42,0.79," 1.7e-03"
"Klc2",433.55,254.54,0.79," 5.6e-11"
"Cenpv",25.08,14.49,0.79," 1.3e-04"
"Noct",100.81,58.36,0.79," 7.2e-09"
"Srsf2",111.81,64.85,0.79," 6.7e-09"
"Vps72",45.91,26.89,0.79," 6.4e-06"
"Nfil3",20.29,11.78,0.79," 4.9e-04"
"Pebp1",132.31,77.83,0.79," 6.9e-09"
"Fbxl15",21.38,13.51,0.79," 3.0e-03"
"Bola1",9.98,6.18,0.79," 2.2e-02"
"Arf5",175.87,105.15,0.79," 5.1e-08"
"Junb",31.82,18.93,0.79," 6.1e-05"
"Dohh",33.8,20.31,0.79," 1.6e-04"
"Sdhaf4",27.34,15.76,0.79," 8.2e-05"
"Arhgdig",131.14,77.64,0.79," 8.0e-09"
"Igsf8",149.79,88.74,0.79," 2.4e-09"
"Jakmip1",139.9,81.7,0.79," 2.2e-09"
"Snx16",50.05,28.74,0.78," 9.6e-07"
