N_unmapped	1844455	1844455	1844455
N_multimapping	12061726	12061726	12061726
N_noFeature	4019682	42755419	42656759
N_ambiguous	3496111	603738	557108
Cre	178	90	88
Gfp_L10a	17288	8198	9090
ENSMUSG00000102693	0	0	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	1078	549	529
ENSMUSG00000102851	0	0	0
ENSMUSG00000103377	0	0	0
ENSMUSG00000104017	0	0	0
ENSMUSG00000103025	0	0	0
ENSMUSG00000089699	0	0	2
ENSMUSG00000103201	0	2	0
ENSMUSG00000103147	0	0	0
ENSMUSG00000103161	0	0	0
ENSMUSG00000102331	0	0	0
ENSMUSG00000102348	29	13	16
ENSMUSG00000102592	0	0	0
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	1	1	0
ENSMUSG00000025900	6	4	2
ENSMUSG00000102948	0	0	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	25	17	8
ENSMUSG00000104238	0	0	0
ENSMUSG00000102269	1	0	1
ENSMUSG00000096126	0	0	0
ENSMUSG00000103003	0	0	0
ENSMUSG00000104328	0	0	0
ENSMUSG00000102735	4	2	2
ENSMUSG00000098104	4	1	3
ENSMUSG00000102175	0	0	0
ENSMUSG00000088000	0	0	0
ENSMUSG00000103265	0	0	0
ENSMUSG00000103922	28	13	15
ENSMUSG00000033845	4025	2031	1994
ENSMUSG00000102275	5	1	4
ENSMUSG00000025903	3824	1803	2021
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	2377	1086	1291
ENSMUSG00000062588	3	1	2
ENSMUSG00000103280	102	45	57
ENSMUSG00000002459	2737	1404	1333
ENSMUSG00000091305	0	0	0
ENSMUSG00000102653	0	0	0
ENSMUSG00000085623	0	0	0
ENSMUSG00000091665	0	0	0
ENSMUSG00000033793	23211	11630	11581
ENSMUSG00000104352	1	1	0
ENSMUSG00000104046	1	1	0
ENSMUSG00000102907	0	0	0
ENSMUSG00000025905	1202	608	594
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	0	0	0
ENSMUSG00000103519	0	0	0
ENSMUSG00000033774	170	82	88
ENSMUSG00000103090	0	0	0
ENSMUSG00000025907	6863	3529	3410
ENSMUSG00000090031	43	42	77
ENSMUSG00000087247	1	0	1
ENSMUSG00000103355	0	0	0
ENSMUSG00000102706	0	0	0
ENSMUSG00000103845	160	80	80
ENSMUSG00000033740	2915	1471	1444
ENSMUSG00000103329	171	101	70
ENSMUSG00000104385	0	0	0
