N_unmapped	764144	764144	764144
N_multimapping	3350883	3350883	3350883
N_noFeature	2498722	14143566	14144688
N_ambiguous	1083690	187846	171165
ENSMUSG00000102693	0	0	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	633	299	334
ENSMUSG00000102851	1	0	1
ENSMUSG00000103377	0	0	0
ENSMUSG00000104017	1	1	0
ENSMUSG00000103025	0	0	0
ENSMUSG00000089699	0	0	0
ENSMUSG00000103201	0	0	0
ENSMUSG00000103147	0	0	0
ENSMUSG00000103161	1	1	0
ENSMUSG00000102331	2	1	1
ENSMUSG00000102348	23	15	8
ENSMUSG00000102592	0	0	0
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	0	0	0
ENSMUSG00000025900	3	1	2
ENSMUSG00000102948	0	0	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	25	10	16
ENSMUSG00000104238	0	1	0
ENSMUSG00000102269	0	0	0
ENSMUSG00000096126	0	0	0
ENSMUSG00000103003	0	0	0
ENSMUSG00000104328	0	0	0
ENSMUSG00000102735	0	0	0
ENSMUSG00000098104	2	1	1
ENSMUSG00000102175	0	0	0
ENSMUSG00000088000	0	0	0
ENSMUSG00000103265	0	0	0
ENSMUSG00000103922	2	0	2
ENSMUSG00000033845	997	485	512
ENSMUSG00000102275	5	4	1
ENSMUSG00000025903	1244	615	629
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	469	200	269
ENSMUSG00000062588	2	1	1
ENSMUSG00000103280	40	22	18
ENSMUSG00000002459	649	316	334
ENSMUSG00000091305	0	0	0
ENSMUSG00000102653	0	0	0
ENSMUSG00000085623	0	0	0
ENSMUSG00000091665	0	0	0
ENSMUSG00000033793	4898	2491	2408
ENSMUSG00000104352	1	1	0
ENSMUSG00000104046	0	0	0
ENSMUSG00000102907	0	0	0
ENSMUSG00000025905	371	186	185
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	0	0	0
ENSMUSG00000103519	0	0	0
ENSMUSG00000033774	53	25	28
ENSMUSG00000103090	0	0	0
